Gap (nm):	100.000000
Position (nm)	Voltage (mV)
100.000000	0.352625
150.000000	0.114612
200.000000	0.050027
250.000000	0.026106
300.000000	0.015227
350.000000	0.009760
400.000000	0.006507
450.000000	0.004462
500.000000	0.003359
550.000000	0.002526
600.000000	0.001955

Gap (nm):	80.000000
Position (nm)	Voltage (mV)
100.000000	0.237639
150.000000	0.074881
200.000000	0.032346
250.000000	0.016705
300.000000	0.009669
350.000000	0.006194
400.000000	0.004124
450.000000	0.002806
500.000000	0.002133
550.000000	0.001618
600.000000	0.001243

Gap (nm):	60.000000
Position (nm)	Voltage (mV)
100.000000	0.138962
150.000000	0.042488
200.000000	0.018170
250.000000	0.009318
300.000000	0.005380
350.000000	0.003404
400.000000	0.002277
450.000000	0.001594
500.000000	0.001209
550.000000	0.000915
600.000000	0.000710

Gap (nm):	40.000000
Position (nm)	Voltage (mV)
100.000000	0.062777
150.000000	0.018903
200.000000	0.007961
250.000000	0.004025
300.000000	0.002303
350.000000	0.001469
400.000000	0.001008
450.000000	0.000725
500.000000	0.000519
550.000000	0.000359
600.000000	0.000289

Gap (nm):	20.000000
Position (nm)	Voltage (mV)
100.000000	0.015240
150.000000	0.004311
200.000000	0.001798
250.000000	0.000913
300.000000	0.000528
350.000000	0.000315
400.000000	0.000245
450.000000	0.000201
500.000000	0.000158
550.000000	0.000099
600.000000	0.000048

