Top Metal Voltage (mV):	0.000000
Dot Voltage (mV)	Dot Voltage (meV/e)	ST Voltage (meV/e)
0.000000	-29.450867	-36.076001
250.000000	-29.661295	-36.275091
500.000000	-28.780274	-35.441014
750.000000	-29.198986	-35.897978
1000.000000	-29.057480	-35.707284
1250.000000	-29.215540	-35.838455
1500.000000	-28.955175	-35.597821
1750.000000	-29.467440	-36.122500
2000.000000	-29.376192	-35.965662
2250.000000	-29.066118	-35.708599
2500.000000	-29.133604	-35.858986

Top Metal Voltage (mV):	250.000000
Dot Voltage (mV)	Dot Voltage (meV/e)	ST Voltage (meV/e)
0.000000	-29.033502	-35.700554
250.000000	-28.973752	-35.575754
500.000000	-29.070710	-35.705625
750.000000	-29.323941	-36.018998
1000.000000	-29.585506	-36.205612
1250.000000	-29.617899	-36.268900
1500.000000	-29.389873	-36.040329
1750.000000	-29.284864	-35.942897
2000.000000	-29.810014	-36.415633
2250.000000	-29.063523	-35.774840
2500.000000	-28.899606	-35.566538

Top Metal Voltage (mV):	500.000000
Dot Voltage (mV)	Dot Voltage (meV/e)	ST Voltage (meV/e)
0.000000	-29.026519	-35.672292
250.000000	-29.510223	-36.187842
500.000000	-29.468585	-36.109796
750.000000	-29.305293	-35.926180
1000.000000	-28.944954	-35.597418
1250.000000	-29.253250	-35.918383
1500.000000	-29.339309	-36.006473
1750.000000	-29.373773	-36.052816
2000.000000	-29.094063	-35.742481
2250.000000	-29.497309	-36.191961
2500.000000	-29.138046	-35.863316

Top Metal Voltage (mV):	750.000000
Dot Voltage (mV)	Dot Voltage (meV/e)	ST Voltage (meV/e)
0.000000	-29.315186	-35.931363
250.000000	-29.582493	-36.246007
500.000000	-29.547254	-36.185980
750.000000	-29.280224	-35.972221
1000.000000	-29.356499	-36.005405
1250.000000	-28.884364	-35.552130
1500.000000	-29.176270	-35.817607
1750.000000	-29.451287	-36.078989
2000.000000	-29.049665	-35.720191
2250.000000	-29.237222	-35.857297
2500.000000	-29.175904	-35.821947

Top Metal Voltage (mV):	1000.000000
Dot Voltage (mV)	Dot Voltage (meV/e)	ST Voltage (meV/e)
0.000000	-29.261106	-35.917398
250.000000	-29.001269	-35.679924
500.000000	-28.983210	-35.600250
750.000000	-29.305419	-35.926822
1000.000000	-28.923874	-35.649238
1250.000000	-28.829949	-35.511347
1500.000000	-29.157205	-35.845069
1750.000000	-29.363678	-36.015844
2000.000000	-29.785871	-36.435717
2250.000000	-29.176878	-35.812437
2500.000000	-29.288707	-35.943616

Top Metal Voltage (mV):	1250.000000
Dot Voltage (mV)	Dot Voltage (meV/e)	ST Voltage (meV/e)
0.000000	-29.045196	-35.719391
250.000000	-29.418783	-36.079470
500.000000	-29.191821	-35.821115
750.000000	-29.159747	-35.828667
1000.000000	-29.006198	-35.666374
1250.000000	-29.393804	-36.070651
1500.000000	-29.221199	-35.932485
1750.000000	-29.546079	-36.203424
2000.000000	-29.305244	-35.945166
2250.000000	-29.339757	-35.987047
2500.000000	-29.493196	-36.146471

Top Metal Voltage (mV):	1500.000000
Dot Voltage (mV)	Dot Voltage (meV/e)	ST Voltage (meV/e)
0.000000	-29.228407	-35.872588
250.000000	-29.328757	-35.969681
500.000000	-29.161055	-35.883752
750.000000	-29.105330	-35.765878
1000.000000	-29.615872	-36.245103
1250.000000	-29.140529	-35.797200
1500.000000	-29.219299	-35.867757
1750.000000	-28.861895	-35.490758
2000.000000	-29.167170	-35.806166
2250.000000	-28.705029	-35.356282
2500.000000	-29.241278	-35.898453

Top Metal Voltage (mV):	1750.000000
Dot Voltage (mV)	Dot Voltage (meV/e)	ST Voltage (meV/e)
0.000000	-29.164425	-35.820581
250.000000	-29.181325	-35.875367
500.000000	-29.364540	-36.003930
750.000000	-29.324425	-35.942114
1000.000000	-29.298645	-35.985166
1250.000000	-29.535709	-36.109162
1500.000000	-29.339446	-36.003821
1750.000000	-29.179944	-35.894464
2000.000000	-29.309741	-35.987639
2250.000000	-29.502399	-36.146908
2500.000000	-29.182123	-35.863359

Top Metal Voltage (mV):	2000.000000
Dot Voltage (mV)	Dot Voltage (meV/e)	ST Voltage (meV/e)
0.000000	-29.276163	-35.936141
250.000000	-29.501844	-36.174878
500.000000	-29.530593	-36.148958
750.000000	-29.161370	-35.774693
1000.000000	-29.052015	-35.692208
1250.000000	-29.113691	-35.789886
1500.000000	-29.361814	-36.008573
1750.000000	-29.330074	-36.004728
2000.000000	-29.222302	-35.841133
2250.000000	-29.253032	-35.923738
2500.000000	-29.200709	-35.864799

Top Metal Voltage (mV):	2250.000000
Dot Voltage (mV)	Dot Voltage (meV/e)	ST Voltage (meV/e)
0.000000	-29.254090	-35.917399
250.000000	-29.265502	-35.927038
500.000000	-29.058932	-35.710855
750.000000	-29.194153	-35.844946
1000.000000	-29.209190	-35.891391
1250.000000	-29.281330	-35.950128
1500.000000	-29.149032	-35.796221
1750.000000	-29.282757	-35.983945
2000.000000	-29.152460	-35.840644
2250.000000	-29.385868	-36.065438
2500.000000	-29.164251	-35.815966

Top Metal Voltage (mV):	2500.000000
Dot Voltage (mV)	Dot Voltage (meV/e)	ST Voltage (meV/e)
0.000000	-29.489198	-36.130764
250.000000	-29.549997	-36.163125
500.000000	-28.946135	-35.603003
750.000000	-29.122151	-35.795653
1000.000000	-29.423458	-36.068808
1250.000000	-29.325334	-35.935268
1500.000000	-28.957942	-35.680089
1750.000000	-29.284416	-35.937681
2000.000000	-29.040179	-35.700255
2250.000000	-29.007011	-35.676227
2500.000000	-29.177813	-35.855904

