Gap (nm):	100.000000
Position (nm)	Voltage (mV)
10.000000	57.635909
19.000000	23.979117
28.000000	12.400894
37.000000	7.287160
46.000000	4.752900
55.000000	3.188592
64.000000	2.169923
73.000000	1.570932
82.000000	1.109490
91.000000	0.839302
100.000000	0.654542

Gap (nm):	140.000000
Position (nm)	Voltage (mV)
10.000000	62.378095
19.000000	27.513517
28.000000	15.447568
37.000000	9.756026
46.000000	6.571911
55.000000	4.600450
64.000000	3.451009
73.000000	2.585015
82.000000	1.938194
91.000000	1.577054
100.000000	1.283524

Gap (nm):	180.000000
Position (nm)	Voltage (mV)
10.000000	63.996404
19.000000	29.666946
28.000000	17.574035
37.000000	11.979671
46.000000	8.352272
55.000000	5.956682
64.000000	4.505360
73.000000	3.513151
82.000000	2.600745
91.000000	2.063213
100.000000	1.759589

Gap (nm):	220.000000
Position (nm)	Voltage (mV)
10.000000	66.560381
19.000000	31.548067
28.000000	19.072489
37.000000	13.034171
46.000000	9.322037
55.000000	6.799490
64.000000	5.321216
73.000000	4.193281
82.000000	3.345164
91.000000	2.659280
100.000000	2.199375

Gap (nm):	260.000000
Position (nm)	Voltage (mV)
10.000000	67.536051
19.000000	32.108603
28.000000	19.999139
37.000000	13.817854
46.000000	9.901399
55.000000	7.594019
64.000000	6.027288
73.000000	4.826054
82.000000	4.057378
91.000000	3.198817
100.000000	2.651378

Gap (nm):	300.000000
Position (nm)	Voltage (mV)
10.000000	68.261033
19.000000	33.307389
28.000000	20.552488
37.000000	14.415688
46.000000	10.794467
55.000000	8.354074
64.000000	6.555848
73.000000	5.302703
82.000000	4.466231
91.000000	3.654754
100.000000	3.100987

Gap (nm):	340.000000
Position (nm)	Voltage (mV)
10.000000	69.380525
19.000000	33.934485
28.000000	21.564453
37.000000	15.065532
46.000000	11.381209
55.000000	9.024374
64.000000	7.229318
73.000000	5.856026
82.000000	4.807040
91.000000	3.976982
100.000000	3.492354

Gap (nm):	380.000000
Position (nm)	Voltage (mV)
10.000000	69.596794
19.000000	34.398756
28.000000	22.058138
37.000000	15.564484
46.000000	11.961196
55.000000	9.404305
64.000000	7.553208
73.000000	6.217206
82.000000	5.170978
91.000000	4.374338
100.000000	3.775577

Gap (nm):	420.000000
Position (nm)	Voltage (mV)
10.000000	70.121823
19.000000	34.536756
28.000000	22.352209
37.000000	16.217033
46.000000	12.133244
55.000000	9.597069
64.000000	7.906310
73.000000	6.497021
82.000000	5.610210
91.000000	4.587238
100.000000	4.012237

Gap (nm):	460.000000
Position (nm)	Voltage (mV)
10.000000	70.501440
19.000000	35.023112
28.000000	22.375454
37.000000	16.092440
46.000000	12.598858
55.000000	9.841739
64.000000	8.228607
73.000000	6.769658
82.000000	5.773244
91.000000	4.929564
100.000000	4.256438

Gap (nm):	500.000000
Position (nm)	Voltage (mV)
10.000000	70.730824
19.000000	35.340620
28.000000	23.191595
37.000000	16.514770
46.000000	12.825876
55.000000	10.216800
64.000000	8.427297
73.000000	7.004437
82.000000	5.903438
91.000000	5.143351
100.000000	4.456444

