Gap (nm):	5.000000
Position (nm)	Voltage (mV)
10.000000	1.012637
19.000000	0.637153
28.000000	-0.247635
37.000000	0.635002
46.000000	-0.007897
55.000000	-0.370055
64.000000	-0.366240
73.000000	-0.141492
82.000000	0.334967
91.000000	-0.198174
100.000000	-0.119485

Gap (nm):	14.500000
Position (nm)	Voltage (mV)
10.000000	13.524183
19.000000	2.454791
28.000000	-0.111936
37.000000	0.809747
46.000000	-0.250015
55.000000	0.290467
64.000000	-0.346619
73.000000	-0.347136
82.000000	0.076422
91.000000	-0.100972
100.000000	0.209665

Gap (nm):	24.000000
Position (nm)	Voltage (mV)
10.000000	26.259601
19.000000	7.046146
28.000000	1.780037
37.000000	0.354973
46.000000	0.733300
55.000000	-0.047510
64.000000	0.094326
73.000000	-0.577947
82.000000	-0.368511
91.000000	-0.309534
100.000000	0.059548

Gap (nm):	33.500000
Position (nm)	Voltage (mV)
10.000000	33.299071
19.000000	9.599007
28.000000	2.908963
37.000000	1.608520
46.000000	0.960318
55.000000	0.615752
64.000000	0.090178
73.000000	0.541373
82.000000	0.569543
91.000000	0.043788
100.000000	-0.135290

Gap (nm):	43.000000
Position (nm)	Voltage (mV)
10.000000	42.870259
19.000000	12.604862
28.000000	4.263354
37.000000	2.081071
46.000000	0.813946
55.000000	0.708908
64.000000	1.069705
73.000000	0.218731
82.000000	0.293286
91.000000	0.113765
100.000000	0.204121

Gap (nm):	52.500000
Position (nm)	Voltage (mV)
10.000000	45.831641
19.000000	14.823852
28.000000	5.708311
37.000000	2.985006
46.000000	1.180750
55.000000	0.978598
64.000000	0.510032
73.000000	0.278234
82.000000	0.066683
91.000000	0.591143
100.000000	0.201108

Gap (nm):	62.000000
Position (nm)	Voltage (mV)
10.000000	45.991811
19.000000	16.865560
28.000000	6.320257
37.000000	3.948536
46.000000	2.484583
55.000000	1.779828
64.000000	0.747039
73.000000	0.826414
82.000000	0.616702
91.000000	0.220111
100.000000	0.081553

Gap (nm):	71.500000
Position (nm)	Voltage (mV)
10.000000	50.673557
19.000000	18.532599
28.000000	9.994884
37.000000	5.010815
46.000000	2.704907
55.000000	2.175564
64.000000	1.855564
73.000000	1.001221
82.000000	0.902897
91.000000	0.366734
100.000000	0.315010

Gap (nm):	81.000000
Position (nm)	Voltage (mV)
10.000000	53.387876
19.000000	22.015038
28.000000	9.494994
37.000000	6.370746
46.000000	3.819710
55.000000	2.759024
64.000000	1.996422
73.000000	1.301614
82.000000	0.492325
91.000000	0.485534
100.000000	0.444511

Gap (nm):	90.500000
Position (nm)	Voltage (mV)
10.000000	56.812140
19.000000	21.962540
28.000000	10.511879
37.000000	7.190300
46.000000	4.073431
55.000000	2.401709
64.000000	2.513281
73.000000	1.381093
82.000000	1.089034
91.000000	0.362046
100.000000	0.674028

Gap (nm):	100.000000
Position (nm)	Voltage (mV)
10.000000	56.427173
19.000000	23.272846
28.000000	12.581064
37.000000	7.486997
46.000000	5.087633
55.000000	3.139481
64.000000	2.335146
73.000000	1.495547
82.000000	1.131105
91.000000	0.841685
100.000000	0.683435

