Gap (nm):	100.000000
Position (nm)	Voltage (mV)
10.000000	58.810603
19.000000	22.623978
28.000000	11.927484
37.000000	7.173545
46.000000	4.933672
55.000000	3.226221
64.000000	2.500167
73.000000	1.750029
82.000000	1.378484
91.000000	1.102310
100.000000	0.628619

Gap (nm):	140.000000
Position (nm)	Voltage (mV)
10.000000	62.873328
19.000000	27.398215
28.000000	15.585576
37.000000	9.820340
46.000000	6.502239
55.000000	5.015909
64.000000	3.501371
73.000000	2.567404
82.000000	1.695840
91.000000	1.291379
100.000000	1.392491

Gap (nm):	180.000000
Position (nm)	Voltage (mV)
10.000000	64.500042
19.000000	28.823317
28.000000	17.906033
37.000000	11.612368
46.000000	8.569321
55.000000	5.759835
64.000000	4.078806
73.000000	3.888174
82.000000	2.845918
91.000000	2.267996
100.000000	1.672711

Gap (nm):	220.000000
Position (nm)	Voltage (mV)
10.000000	64.167430
19.000000	30.766886
28.000000	18.214648
37.000000	12.867685
46.000000	9.278917
55.000000	6.852439
64.000000	5.311682
73.000000	4.314557
82.000000	3.254291
91.000000	2.738197
100.000000	2.072229

Gap (nm):	260.000000
Position (nm)	Voltage (mV)
10.000000	67.556729
19.000000	32.791912
28.000000	18.367238
37.000000	14.225514
46.000000	10.019215
55.000000	7.574456
64.000000	6.525915
73.000000	4.908791
82.000000	3.906554
91.000000	3.100335
100.000000	2.629629

Gap (nm):	300.000000
Position (nm)	Voltage (mV)
10.000000	70.934940
19.000000	34.419581
28.000000	21.002669
37.000000	14.904154
46.000000	10.917991
55.000000	8.418660
64.000000	6.410652
73.000000	5.424087
82.000000	4.461955
91.000000	3.615286
100.000000	3.048080

Gap (nm):	340.000000
Position (nm)	Voltage (mV)
10.000000	68.922016
19.000000	33.455151
28.000000	20.446191
37.000000	15.492368
46.000000	11.215926
55.000000	9.207630
64.000000	6.786192
73.000000	6.008945
82.000000	4.746212
91.000000	4.198913
100.000000	3.393103

Gap (nm):	380.000000
Position (nm)	Voltage (mV)
10.000000	71.750713
19.000000	34.887872
28.000000	21.277571
37.000000	16.211893
46.000000	11.286097
55.000000	9.273920
64.000000	7.480222
73.000000	6.019614
82.000000	4.906612
91.000000	4.386607
100.000000	3.795797

Gap (nm):	420.000000
Position (nm)	Voltage (mV)
10.000000	69.320061
19.000000	36.665286
28.000000	21.706308
37.000000	16.259459
46.000000	12.497715
55.000000	9.838405
64.000000	7.677710
73.000000	6.540705
82.000000	5.436393
91.000000	4.572103
100.000000	4.067859

Gap (nm):	460.000000
Position (nm)	Voltage (mV)
10.000000	67.638916
19.000000	36.585263
28.000000	21.969581
37.000000	16.348762
46.000000	12.033861
55.000000	9.667249
64.000000	8.138606
73.000000	6.588574
82.000000	5.700009
91.000000	4.515786
100.000000	4.251975

Gap (nm):	500.000000
Position (nm)	Voltage (mV)
10.000000	68.947310
19.000000	36.945518
28.000000	21.767376
37.000000	16.072846
46.000000	13.481502
55.000000	9.730555
64.000000	8.678012
73.000000	6.980387
82.000000	6.293870
91.000000	5.271194
100.000000	4.376056

